 ,Mean(CBpeduncle),Mean(RP1column),Mean(stimu)
1922,16.019,40.322,48.667
1923,15.900,40.395,49.208
1924,16.027,40.429,48.542
1925,15.968,40.539,48.625
1926,16.044,40.485,48.583
1927,15.993,40.432,48.375
1928,15.938,40.376,48.917
1929,15.920,40.554,48.458
1930,15.734,40.356,48.708
1931,15.873,40.349,48.542
1932,15.992,40.405,48.542
1933,15.885,40.417,49.292
1934,15.781,40.563,48.750
1935,16.004,40.580,48.917
1936,15.772,40.300,49.125
1937,15.652,40.273,48.542
1938,16.047,40.398,48.750
1939,15.970,40.446,48.833
1940,15.906,40.266,49.000
1941,15.785,40.288,48.417
1942,15.969,40.439,48.458
1943,15.916,40.529,48.500
1944,15.873,40.717,48.125
1945,15.802,40.361,48.125
1946,15.827,40.332,48.333
1947,15.886,40.483,48.542
1948,15.800,40.300,48.375
1949,15.704,40.410,48.667
1950,15.716,40.468,48.792
1951,15.758,40.244,48.833
1952,15.742,40.263,48.917
1953,15.887,40.505,48.417
1954,15.738,40.278,48.250
1955,15.746,40.202,48.250
1956,15.764,40.515,48.917
1957,15.815,40.359,48.708
1958,15.675,40.222,48.583
1959,15.988,40.473,49.000
1960,15.641,40.239,48.625
1961,15.625,40.237,48.958
1962,15.593,40.324,48.708
1963,15.561,40.341,48.625
1964,15.622,40.324,48.750
1965,15.719,40.505,48.750
1966,15.546,40.322,48.750
1967,15.651,40.205,48.542
1968,15.602,40.461,48.417
1969,15.716,40.229,48.542
1970,15.408,40.317,48.875
1971,15.499,40.271,48.750
1972,15.430,40.227,48.417
1973,15.731,40.205,48.500
1974,15.694,40.320,48.667
1975,15.486,40.412,48.417
1976,15.402,40.405,48.667
1977,15.451,40.324,48.208
1978,15.286,40.339,48.375
1979,15.359,40.159,48.500
1980,15.416,40.324,48.750
1981,15.469,40.110,48.833
1982,15.439,40.285,48.833
1983,15.325,40.327,48.708
1984,15.565,40.371,48.667
1985,15.609,40.263,48.750
1986,15.556,40.354,48.667
1987,15.300,40.361,48.417
1988,15.692,40.395,48.917
1989,15.528,40.402,48.833
1990,15.574,40.193,54.083
1991,15.450,40.122,59.958
1992,15.509,40.259,65.458
1993,15.283,40.300,70.458
1994,15.490,40.234,76.542
1995,15.256,40.178,82.292
1996,15.211,40.007,85.167
1997,15.405,40.056,89.292
1998,15.492,40.237,93.042
1999,15.463,40.178,94.792
2000,15.661,40.161,95.042
2001,15.352,40.159,94.958
2002,15.288,40.090,94.667
2003,15.508,40.476,94.750
2004,15.376,40.159,94.792
2005,15.460,40.190,94.958
2006,15.446,40.344,94.583
2007,15.443,40.320,94.625
2008,15.613,40.100,94.750
2009,15.602,40.280,94.542
2010,15.448,40.356,94.375
2011,15.560,40.202,94.417
2012,15.571,40.266,94.833
2013,15.585,40.212,94.708
2014,15.543,40.393,94.417
2015,15.416,40.093,94.792
2016,15.473,40.371,94.583
2017,15.532,40.141,94.625
2018,15.388,40.346,94.542
2019,15.592,40.478,94.833
2020,15.534,40.344,95.000
2021,15.431,40.398,94.792
2022,15.425,40.407,94.792
2023,15.468,40.222,94.833
2024,15.337,40.278,94.542
2025,15.401,40.088,94.583
2026,15.411,40.427,94.833
2027,15.410,40.290,94.625
2028,15.384,40.044,94.792
2029,15.358,40.090,94.625
2030,15.348,40.459,94.792
2031,15.330,40.173,94.792
2032,15.356,40.024,94.292
2033,15.565,40.229,94.833
2034,15.458,40.295,94.833
2035,15.419,40.259,94.792
2036,15.436,40.037,94.833
2037,15.362,40.356,94.833
2038,15.558,40.171,94.833
2039,15.512,40.168,94.875
2040,15.380,40.212,94.833
2041,15.243,40.144,94.458
2042,15.414,40.393,94.958
2043,15.244,40.190,94.875
2044,15.571,40.273,94.792
2045,15.457,40.327,94.958
2046,15.288,39.963,94.750
2047,15.313,39.927,94.958
2048,15.488,40.151,94.667
2049,15.450,40.093,94.667
2050,15.476,40.271,94.542
2051,15.401,40.185,94.667
2052,15.285,40.227,94.667
2053,15.342,40.254,94.875
2054,15.449,40.261,94.792
2055,15.520,40.229,94.875
2056,15.180,40.217,94.875
2057,15.513,40.039,94.833
2058,15.486,40.183,94.958
2059,15.455,40.115,94.917
2060,15.318,40.302,94.917
2061,15.348,40.059,94.917
2062,15.378,40.095,94.917
2063,15.166,39.995,94.917
2064,15.129,40.210,94.583
2065,15.403,40.061,94.833
2066,15.369,40.032,95.000
2067,15.566,40.085,94.500
2068,15.460,39.966,94.667
2069,15.334,40.139,94.958
2070,15.367,40.207,94.833
2071,15.378,40.290,94.542
2072,15.332,40.139,94.542
2073,15.438,39.968,94.542
2074,15.482,40.095,94.542
2075,15.404,39.829,94.667
2076,15.542,40.237,94.875
2077,15.399,39.959,94.625
2078,15.369,39.766,94.875
2079,15.460,40.017,94.833
2080,15.472,39.971,94.708
2081,22.095,40.268,94.917
2082,22.505,39.693,94.708
2083,22.367,39.851,94.708
2084,22.213,40.056,94.542
2085,21.632,39.878,94.750
2086,21.493,40.051,94.750
2087,20.916,40.127,94.917
2088,20.824,39.988,94.833
2089,20.300,40.168,94.833
2090,20.034,40.317,94.917
2091,19.605,39.761,94.875
2092,19.459,40.200,94.958
2093,19.195,40.132,94.625
2094,19.068,40.102,94.833
2095,18.912,40.237,94.917
2096,18.554,39.971,95.000
2097,18.453,40.212,95.000
2098,18.005,39.890,94.792
2099,18.097,39.849,94.708
2100,17.806,39.839,95.083
2101,17.725,40.205,95.083
2102,17.635,39.932,95.083
2103,17.561,39.937,95.042
2104,17.386,39.924,95.208
2105,17.254,40.095,95.000
2106,17.144,39.754,95.125
2107,17.037,39.883,94.833
2108,17.004,39.788,95.042
2109,16.772,39.861,94.875
2110,16.514,39.827,94.292
2111,16.619,39.961,95.000
2112,16.396,40.022,94.583
2113,16.491,40.063,94.417
2114,16.361,39.902,95.042
2115,16.150,39.702,94.875
2116,15.912,39.734,94.917
2117,15.963,39.868,94.500
2118,15.811,39.915,94.833
2119,15.684,39.941,94.917
2120,15.631,39.920,94.917
2121,15.657,40.020,94.875
2122,15.633,40.122,94.917
2123,15.375,39.690,94.833
2124,15.567,39.715,94.667
2125,15.500,40.020,94.750
2126,15.378,40.049,94.625
2127,15.336,39.737,94.958
2128,15.370,39.795,94.708
2129,15.056,39.473,94.792
2130,15.285,39.815,94.958
2131,15.150,39.683,94.875
2132,15.047,39.763,94.250
2133,14.821,39.576,90.250
2134,14.882,39.795,83.458
2135,14.904,39.576,78.458
2136,15.074,39.766,73.875
2137,14.885,39.761,67.625
2138,14.760,39.710,61.667
2139,15.368,40.066,58.125
2140,15.270,40.259,54.583
2141,15.202,40.005,51.083
2142,14.978,39.780,48.792
2143,15.090,39.990,48.792
2144,14.980,40.222,48.833
2145,20.982,40.549,48.125
2146,21.816,40.698,48.583
2147,21.731,40.559,48.542
2148,21.249,40.583,48.708
2149,21.018,40.520,48.792
2150,20.755,40.185,48.500
2151,20.095,40.195,48.458
2152,19.559,40.361,48.250
2153,19.279,40.100,48.375
2154,19.011,40.398,48.292
2155,18.464,40.141,48.583
2156,18.044,40.100,48.500
2157,17.936,40.105,48.250
2158,17.777,39.941,48.458
2159,17.717,39.876,48.375
2160,17.448,39.737,48.667
2161,17.290,39.873,48.458
2162,16.871,39.683,48.750
2163,16.895,39.727,48.792
2164,16.692,39.593,48.833
2165,16.554,39.790,48.583
2166,16.524,39.917,49.042
2167,16.349,39.449,48.750
2168,16.110,39.722,48.792
2169,15.944,39.563,48.875
2170,15.866,39.654,48.792
2171,15.857,39.751,48.583
2172,15.732,39.463,48.917
2173,15.546,39.837,48.542
2174,15.541,39.661,48.708
2175,15.259,39.480,48.917
2176,15.108,39.571,48.792
2177,15.148,39.527,48.875
2178,14.826,39.602,48.917
2179,14.738,39.293,48.333
2180,14.707,39.768,48.917
2181,14.819,39.517,48.375
2182,14.727,39.571,48.500
2183,14.719,39.390,48.333
2184,14.759,39.449,48.458
2185,14.523,39.544,48.708
2186,14.534,39.851,48.417
2187,14.606,39.285,48.833
