 ,Mean(RP1column),Mean(CBpeduncle),Mean(stimu)
1918,34.340,28.060,35.417
1919,34.269,28.021,35.583
1920,34.354,27.950,35.417
1921,34.250,27.907,35.500
1922,34.221,27.904,35.500
1923,34.225,27.924,35.500
1924,34.303,27.801,35.417
1925,34.278,27.791,35.833
1926,34.123,27.766,35.750
1927,34.165,27.671,35.417
1928,34.081,27.635,35.500
1929,34.023,27.647,35.750
1930,33.988,27.600,35.583
1931,34.081,27.563,35.667
1932,34.044,27.565,35.667
1933,34.020,27.472,35.500
1934,34.037,27.605,35.500
1935,34.109,27.484,35.500
1936,34.024,27.515,35.500
1937,34.001,27.568,35.500
1938,34.259,27.707,35.500
1939,34.371,27.649,35.500
1940,34.410,27.638,35.500
1941,34.315,27.618,35.500
1942,34.292,27.560,36.000
1943,34.263,27.543,35.833
1944,34.225,27.631,35.833
1945,34.154,27.536,35.833
1946,34.151,27.591,35.500
1947,34.164,27.690,35.500
1948,34.047,27.589,35.500
1949,34.125,27.445,35.833
1950,34.015,27.434,35.500
1951,33.948,27.445,35.833
1952,33.962,27.493,35.167
1953,33.934,27.445,36.000
1954,33.854,27.441,36.083
1955,33.919,27.472,35.917
1956,33.943,27.420,36.083
1957,33.957,27.496,36.083
1958,34.023,27.514,36.083
1959,33.936,27.504,36.083
1960,33.916,27.530,36.167
1961,34.011,27.511,35.667
1962,33.966,27.562,36.167
1963,33.935,27.523,36.000
1964,33.938,27.524,35.667
1965,33.939,27.492,36.000
1966,33.836,27.547,35.667
1967,33.848,27.416,36.000
1968,33.820,27.424,35.667
1969,33.858,27.485,36.000
1970,33.926,27.552,35.667
1971,33.877,27.586,35.833
1972,33.833,27.511,35.833
1973,33.823,27.447,35.833
1974,33.872,27.642,36.250
1975,33.806,27.490,36.250
1976,33.891,27.471,35.917
1977,33.878,27.510,35.833
1978,33.855,27.479,35.667
1979,33.853,27.508,35.583
1980,33.952,27.658,35.583
1981,33.901,27.610,35.750
1982,33.821,27.556,35.250
1983,33.815,27.502,37.417
1984,33.933,27.614,43.417
1985,33.857,27.581,47.583
1986,33.921,27.606,51.417
1987,33.878,27.515,54.583
1988,33.819,27.591,59.750
1989,33.823,27.578,64.083
1990,33.911,27.595,64.083
1991,33.824,27.559,64.083
1992,33.923,27.648,64.250
1993,33.906,27.606,64.250
1994,33.865,27.678,64.250
1995,33.837,27.581,64.250
1996,33.870,27.580,64.250
1997,33.831,27.625,64.250
1998,33.834,27.628,64.250
1999,33.872,27.516,64.250
2000,33.928,27.730,64.750
2001,33.861,27.744,64.833
2002,33.791,27.595,64.417
2003,33.931,27.659,64.417
2004,33.877,27.681,64.417
2005,34.017,27.687,64.417
2006,33.850,27.543,64.417
2007,33.883,27.678,64.417
2008,33.866,27.786,64.417
2009,33.845,27.767,64.417
2010,33.771,27.710,64.417
2011,33.710,27.838,64.417
2012,33.600,27.774,64.417
2013,33.498,27.706,64.417
2014,33.302,27.633,64.417
2015,33.138,27.524,64.417
2016,32.986,27.431,64.417
2017,32.880,27.514,64.417
2018,32.964,27.506,64.417
2019,33.088,27.536,64.417
2020,32.934,27.469,64.417
2021,32.845,27.473,64.417
2022,32.748,27.314,64.417
2023,32.748,27.388,65.250
2024,32.709,27.356,64.250
2025,32.679,27.272,64.667
2026,32.764,27.383,64.667
2027,32.752,27.428,64.667
2028,32.767,27.427,64.667
2029,32.621,27.275,64.667
2030,32.658,27.355,64.667
2031,32.654,27.346,64.667
2032,32.651,27.393,64.667
2033,32.564,27.290,64.667
2034,32.594,27.355,64.667
2035,32.687,27.260,64.667
2036,32.569,27.242,64.667
2037,32.521,27.222,64.667
2038,32.583,27.213,64.667
2039,32.731,27.342,64.667
2040,32.632,27.339,64.667
2041,32.565,27.131,64.667
2042,32.602,27.186,64.667
2043,32.586,27.168,64.667
2044,32.601,27.226,64.667
2045,32.484,27.179,64.333
2046,32.610,27.286,64.417
2047,32.507,27.135,64.167
2048,32.501,27.166,64.000
2049,32.649,27.197,64.000
2050,32.542,27.256,64.000
2051,32.650,27.194,64.000
2052,32.659,27.164,64.000
2053,32.704,27.213,64.000
2054,32.642,27.180,64.000
2055,32.609,27.228,64.000
2056,32.653,27.140,64.000
2057,32.569,27.156,64.000
2058,32.612,27.219,64.000
2059,32.707,27.213,64.000
2060,32.602,27.066,64.000
2061,32.789,27.196,64.417
2062,32.789,27.179,64.417
2063,33.131,32.917,64.417
2064,33.127,32.519,64.417
2065,32.996,31.709,64.417
2066,32.950,30.877,64.417
2067,32.931,30.108,64.417
2068,32.938,29.595,64.417
2069,32.892,29.140,64.250
2070,32.821,28.531,64.583
2071,33.125,32.294,64.083
2072,33.271,32.589,64.083
2073,33.153,31.688,64.083
2074,33.215,30.991,64.083
2075,33.080,29.967,64.083
2076,33.075,29.484,64.083
2077,33.440,32.669,64.083
2078,33.365,32.362,64.083
2079,33.264,31.440,64.083
2080,33.147,30.658,64.083
2081,33.101,29.987,64.083
2082,33.282,29.406,64.083
2083,33.540,32.870,64.083
2084,33.430,32.127,64.083
2085,33.406,31.162,64.083
2086,33.132,30.425,64.083
2087,33.006,29.684,63.750
2088,33.155,30.066,64.250
2089,33.528,32.677,64.250
2090,33.398,31.840,64.250
2091,33.144,30.848,64.250
2092,33.075,30.267,64.250
2093,33.337,32.904,63.917
2094,33.139,31.793,63.917
2095,33.093,31.289,63.917
2096,33.182,31.291,63.917
2097,33.283,32.700,63.917
2098,33.093,32.046,63.917
2099,33.140,31.179,63.917
2100,33.265,32.331,63.917
2101,33.300,32.668,63.917
2102,33.104,31.946,63.917
2103,32.990,31.054,64.000
2104,33.175,32.228,64.083
2105,33.264,32.648,63.917
2106,32.991,31.843,63.917
2107,32.976,30.865,64.000
2108,32.966,30.469,64.000
2109,33.133,32.585,63.917
2110,32.993,31.692,64.583
2111,32.967,31.024,63.917
2112,32.991,30.259,63.917
2113,33.387,32.629,63.917
2114,33.289,31.968,63.917
2115,33.108,30.961,63.917
2116,33.018,30.131,63.917
2117,33.408,32.711,63.917
2118,33.394,32.140,63.917
2119,33.151,31.207,63.917
2120,33.351,32.555,63.917
2121,33.298,32.591,63.917
2122,33.091,31.558,63.917
2123,33.317,31.506,63.917
2124,33.457,32.655,63.917
2125,33.274,31.873,63.583
2126,33.422,33.114,60.750
2127,33.350,32.378,56.250
2128,33.445,33.176,50.083
2129,33.333,32.500,47.750
2130,33.404,33.145,43.583
2131,33.336,32.649,38.250
2132,33.267,31.854,38.500
2133,33.365,33.047,41.500
2134,33.274,32.110,48.417
2135,33.193,31.232,55.417
2136,33.441,32.608,63.500
2137,33.369,32.297,67.333
2138,33.333,31.599,72.417
2139,33.117,30.716,77.250
2140,33.529,32.514,83.500
2141,33.441,32.195,87.000
2142,33.422,31.329,93.917
2143,33.589,32.798,99.250
2144,33.594,33.336,99.667
2145,33.792,33.504,98.750
2146,33.775,33.126,99.167
2147,33.810,33.244,98.417
2148,33.757,32.923,92.000
2149,33.583,31.790,83.583
2150,33.590,31.119,75.667
2151,33.526,30.364,65.917
2152,33.552,29.815,54.000
2153,33.930,32.206,44.917
2154,33.834,31.551,40.167
2155,34.180,31.298,36.167
2156,34.911,33.563,34.583
2157,35.958,34.760,34.750
2158,36.556,35.054,34.917
2159,36.979,34.840,34.500
2160,37.564,35.736,34.500
2161,38.149,35.748,34.917
2162,38.378,35.171,34.583
2163,38.672,34.803,34.833
2164,38.958,34.447,34.833
2165,39.116,34.006,35.167
2166,39.523,35.470,34.917
2167,39.714,35.612,35.167
2168,39.802,35.421,35.250
2169,39.744,35.004,35.250
2170,39.790,34.598,35.167
2171,39.629,34.112,35.833
2172,39.621,33.618,35.250
2173,39.480,33.303,35.000
2174,39.406,33.003,34.833
2175,39.305,32.640,35.417
2176,39.300,32.392,35.083
2177,39.165,32.204,35.500
2178,39.186,31.869,35.750
2179,38.962,31.632,35.667
2180,38.826,31.372,35.750
2181,38.809,31.233,35.833
2182,38.650,31.009,35.833
2183,38.530,30.776,35.250
2184,38.427,30.686,35.417
2185,38.268,30.395,35.250
2186,38.126,30.296,35.333
2187,38.166,30.195,35.333
